id,code,description,name
geos-270,GEOS 270,Computer-based graphical methods of data input and analysis. Emphasis on data visualization techniques such as cartographic modelling and exploratory data analysis. Credit will be granted for only one of GEOB 270 or GEOS 270. Equivalency: GEOB 270.,Geographic Information Science
geos-300,GEOS 300,"Meteorology and climatology at the micro-, local, and meso-scales. Interactions between land surfaces and atmosphere. Basics of atmospheric turbulence and transfer processes. Microclimates on scales of a leaf to those of a large valley. Credit will be granted for only one of GEOB 300 or GEOS 300. Equivalency: GEOB 300.",Microscale Weather and Climate
geos-303,GEOS 303,"Biogeography and ecology of tropical systems, including patterns of species diversity, forest dynamics, plant-animal interactions, carbon and nutrient cycling. Impacts of global environmental change and conservation strategies for tropical ecosystems. Credit will be granted for only one of GEOB 303 or GEOS 303. Equivalency: GEOB 303.",Tropical Ecosystems in a Changing World
geos-304,GEOS 304,"Analysis of meteorological fields, diagnostic analysis of synoptic weather systems, applications of synoptic meteorology. Requires participation in weekly weather map discussion. Credit will be granted for only one of GEOB 304 or GEOS 304. Equivalency: GEOB 304.",Synoptic Meteorology and Climatology
geos-305,GEOS 305,"Principles of hydrology at site, watershed, and larger regional scales. Introduction to techniques of measurement and analysis. Emphasizes surface water hydrology of western North America. Credit will be granted for only one of GEOB 305 or GEOS 305. Equivalency: GEOB 305.",Introduction to Hydrology
geos-306,GEOS 306,"Paleoecology of terrestrial ecosystems, particularly during the Quaternary, application of historical context to inform contemporary policy and management dilemmas, and including a foundation in relevant ecosystem and ecological concepts.",Paleoecology: Lessons from Ancient Earth
geos-307,GEOS 307,"Biogeographic concepts in understanding responses in ecosystems to environmental change at global, regional, and local scales. Conservation issues such as the loss of biodiversity and endangered species. Credit will be granted for only one of GEOB 307 or GEOS 307. Equivalency: GEOB 307.",Biogeography and Global Change
geos-308,GEOS 308,Quaternary landscape development emphasizing the history of glaciation with special reference to western North America; applications of geomorphology in resource development and land management; interpretation of Quaternary materials. Credit will only be granted for one of GEOB 308 or GEOS 308. Equivalency: GEOB 308.,"Earth's Recent Past: Climate Change, Glaciers and Landforms"
geos-309,GEOS 309,"Field sampling, instrumentation, surveying, mapping techniques, and data analysis; mandatory multi-day field camp in May or June. Special fees and liability insurance are required. Credit will be granted for only one of GEOB 309 or GEOS 309. Equivalency: GEOB 309.",Geographical Sciences Field Course
geos-370,GEOS 370,"Theoretical and practical aspects of Geographic Information Systems, including cartographic modelling, digital terrain models, management issues, and spatial interpolation. Credit will be granted for only one of GEOB 370 or GEOS 370. Equivalency: GEOB 370.",Advanced Geographic Information Science
geos-372,GEOS 372,"Cartographic methods: development of cartography; projections; data ordering, compilation and symbolization; cartographic design, map reproduction. Credit will be granted for only one of GEOB 372 or GEOS 372. Equivalency: GEOB 372.",Cartography
geos-373,GEOS 373,Aerial photography; measurement from aerial photographs; photo-interpretation in geographic analysis; remote sensing of the earth's surface and atmosphere. Credit will only be granted for one of GEOB 373 or GEOS 373. Equivalency: GEOB 373.,Remote Sensing: Monitoring Earth's Surface from Afar
geos-400,GEOS 400,"Processes controlling the planetary cycles of elements like carbon, nitrogen and phosphorus, the human perturbation of these biogeochemical cycles, and the consequences for the atmosphere, terrestrial ecosystems, and aquatic ecosystems. Credit will be granted for only one of GEOB 400 or GEOS 400. Equivalency: GEOB 400.",Global Change Science
geos-401,GEOS 401,"The impact of urbanization upon atmospheric processes and climates. The energy and water balances of cities. Meteorological effects (urban heat island, precipitation modification, etc.) and their significance. Models of the urban atmosphere. Credit will be granted for only one of GEOB 401 or GEOS 401. Equivalency: GEOB 401.",Urban Meteorology
geos-402,GEOS 402,"The nature of atmospheric pollutants. The ability of the atmosphere to disperse, transform, and remove pollutants. Air pollution dispersion models. Air quality monitoring, criteria, and standards. Credit will be granted for only one of GEOB 402 or GEOS 402. Equivalency: GEOB 402.",Air Pollution Meteorology
geos-403,GEOS 403,Hydrometeorology; runoff processes; streamwater chemistry in relation to runoff processes; effects of climate variations and land cover change on streamflow regimes; models of catchment hydrology. Credit will be granted for only one of GEOB 403 or GEOS 403. Equivalency: GEOB 403.,Catchment Hydrology
geos-405,GEOS 405,Introduction to open channel flow and sediment transport. River morphology and channel types. Palaeohydrology. The development of channel networks. Credit will only be granted for one of GEOB 405 or GEOS 405. Equivalency: GEOB 405.,Rivers and Landforms: Fluvial Geomorphology
geos-406,GEOS 406,Hillslope and stream channel processes and their rates of operation. Analysis and modelling geomorphic processes and associated hazards at the watershed scale. Applications in geoscience and engineering. Credit will be granted for only one of GEOB 406 or GEOS 406. Equivalency: GEOB 406.,Watershed Dynamics and Morphology
